Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Kotipizza - Ylä-malmi, address: Kirkonkyläntie 34, 00740 Helsinki
Restaurant: Kotipizza Annankatu, address: Annankatu 6, 00120 Helsinki
Restaurant: Kotipizza Helsinki - Haaga, address: Vihdintie 13, 00320 Helsinki
Restaurant: Kotipizza Helsinki - Lönnrotinkatu, address: Lönnrotinkatu 13, 00120 Helsinki
Restaurant: Kotipizza Helsinki - Malmi, address: Ala-Malmintori 4, 00700 Helsinki
Restaurant: Kotipizza Helsinki - Munkkivuori, address: Huopalahdentie 22, 00350 Helsinki
Restaurant: Kotipizza Helsinki - Töölö, address: Topeliuksenkatu 21, 00250 Helsinki
Restaurant: Kotipizza Herttoniemi, address: Kaivolahdenkatu 8 B, 00810 Helsinki
Restaurant: Kotipizza Kallio, address: Porthaninkatu 11, 00530 Helsinki
Restaurant: Kotipizza Kruunuhaka, address: Mariankatu 10, 00170 Helsinki
Restaurant: Kotipizza Kulosaari, address: Svinhufvudintie 1, 00570 Helsinki
Restaurant: Kotipizza Käpylä, address: Oulunkyläntie 2, 00600 Helsinki
Restaurant: Kotipizza Laivurinkatu, address: Laivurinkatu 37, 00150 Helsinki
Restaurant: Kotipizza Lauttasaari, address: Lauttasaarentie 29, 00210 Helsinki
Restaurant: Kotipizza Malmin Nova, address: Ala-malmintori 4, 00700 Helsinki
Restaurant: Kotipizza Oulunkylä, address: Siltavoudintie 9, 00640 Helsinki
Restaurant: Kotipizza Roihuvuori, address: Roihuvuorentie 26, 00820 Helsinki
Restaurant: Kotipizza Ruoholahti, address: Itämerenkatu 2, 00180 Helsinki
Restaurant: Kotirouva, address: Rusthollarintie 2, 00910 Helsinki
Restaurant: Koto, address: Lönnrotinkatu 22, 00120 Helsinki
Restaurant: Krog Madame, address: Lapinlahdenkatu 3, 00180 Helsinki
Restaurant: Krulla Wiener Kaffeehaus, address: Lönnrotinkatu 13, 00120 Helsinki
Restaurant: Kuestan, address: Turunlinnantie 10, Helsinki
Restaurant: Kuikka, address: Helsinginkatu 32, HELSINKI
Restaurant: Kuja, address: Hakaniemenkatu 7, 00530 Helsinki
Restaurant: Kuja Bar & Bistro, address: Hakaniemenkatu 7, 00530 Helsinki
Restaurant: Kujis, address: Lauttasaarentie 32, Helsinki
Restaurant: Kujis Pub, address: Lauttasaarentie 32, 00200 Helsinki
Restaurant: Kulmapotku, address: Roihuvuorentie 28, 00820 Helsinki
Restaurant: Kulosaaren Casino, address: Hopeasalmenpolku 1, 00570 Helsinki
Restaurant: Kulta Feeniks Ravintola, address: Laippatie 1, 00880 Helsinki
Restaurant: Kultainen Kulaus, address: Aleksis Kiven katu 48, Helsinki
Restaurant: Kultapalmu, address: Vaasankatu 4, HELSINKI
Restaurant: Kultsa, address: Käenkuja 6-8, Helsinki
Restaurant: Kulttuuriosuuskunta Kick!, address: Päivärinnankatu 7 B 9, Helsinki
Restaurant: Kulttuuritalo, address: Sturenkatu 4, Helsinki
Restaurant: Kumpulan kasvitieteellisen puutarhan kahvio, address: Jyrängöntie 2, 00550 Helsinki
Restaurant: Kuningatar Saba Queen Sheba, address: Mechelininkatu 8, 00100 Helsinki
Restaurant: Kuparikulma, address: Kuparitie 1, Helsinki
Restaurant: Kuparikulma Karaoke Bar, address: Kuparitie 1, HELSINKI
Restaurant: Kuparilyhty, address: Svinhufvudintie 1, 00570 Helsinki
Restaurant: Kurki Lasse, address: Lutherinkatu 8 C 42, Helsinki
Restaurant: Kurkista, address: Mustankivenaukio 3 B 32, Helsinki
Restaurant: Kurvin Grilli, address: Vilhovuorenkatu 1, 00500 Helsinki
Restaurant: Kurvitar, address: Hämeentie 58-60, Helsinki
Restaurant: Kustaa Vaasa, address: Vaasankatu 10, Helsinki
Restaurant: Kuu, address: Töölönkatu 27, 00260 Helsinki
Restaurant: Kuudes linja, address: Hämeentie 13, HELSINKI
Restaurant: KuuKuu, address: Museokatu 17, 00100 Helsinki
Restaurant: Kuulakka Oy Ab, address: Kirstinkatu 9 B 32, Helsinki
Restaurant: Kuurna, address: Meritullinkatu 6, 00170 Helsinki
Restaurant: Kuurojen Liitto Ry/Teatteri Totti, address: Kauppamiehentie 6, Espoo
Restaurant: Kynä & paperi, address: Hämeentie 135 D, 00560 Helsinki
Restaurant: Käpy, address: Käpyläntie 6, 00610 Helsinki
Restaurant: Käpygrilli, address: Osmontie 5, 00610 Helsinki
Restaurant: Käpylän Pizza & Kebab Palvelu, address: Käpyläntie 8, 00600 Helsinki
Restaurant: König, address: Aleksanterinkatu 46 C, HELSINKI
Restaurant: König Club, address: Mikonkatu 4, Helsinki
Restaurant: König Helsinki, address: Mikonkatu 4, 00100 Helsinki
Restaurant: König restaurant, address: Mikonkatu 4, HELSINKI
Restaurant: La Crêperie Tram Café, address: Aleksantenrikatu 23, 00100 Helsinki
Restaurant: La Famiglia, address: Keskuskatu 3, 00100 Helsinki
Restaurant: La Famiglia Kaari, address: Kantelettarentie 1, 00420 Helsinki
Restaurant: La Grill, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: La Morena, address: Niemenmäentie 2 m 5, 00350 Helsinki
Restaurant: La Scala, address: Aurinkoranta 8, Vuosaari, 00990 Helsinki
Restaurant: La Torrefazione, address: Aleksanterinkatu 50 B, 00100 Helsinki
Restaurant: Lady Moon, address: Kaivokatu 12, Helsinki
Restaurant: Lali Gurans (Lounas- ja Tilausravintola), address: Vanha Talvitie 2, 00580 Helsinki
Restaurant: Lankarulla, address: Koroistentie 10, 00280 Helsinki
Restaurant: Lappi Ravintola, address: Annankatu 22, 00100 Helsinki
Restaurant: Lasipalatsin Kattoterassi, address: Mannerheimintie 22-24, Helsinki
Restaurant: Lassilan Herkku Pizza, address: Kuparitie 1, 00440 Helsinki
Restaurant: Lassilan Pizza House, address: Kaupintie 11, 00440 Helsinki
Restaurant: Lastu, address: Mannerheimintie 46, 00260 Helsinki
Restaurant: Latva, address: Korkeavuorenkatu 25, 00130 Helsinki
Restaurant: Laugh Riot, address: Tekniikantie 21 D 201, Helsinki
Restaurant: Laukkanen Paula Irene, address: Valhallankatu 8A 5, Helsinki
Restaurant: Laulukammari, address: Laurinniityntie 6-8 A 1, Helsinki
Restaurant: Lauttasaaren Herkku, address: Vattuniemenkatu 22B, 00210 Helsinki
Restaurant: Lebonk, address: Yrjönkatu 24, Helsinki
Restaurant: Leena Airikkala, address: Kanervatie 3, Helsinki
Restaurant: Leena Aula, address: Myllypadontie 5 A 2, Helsinki
Restaurant: Leevi's Coffee, address: Esplanadin puisto, 00100 Helsinki
Restaurant: Lehtovaara, address: Mechelininkatu 39, 00250 Helsinki
Restaurant: Leijuva Lahna, address: Eerikinkatu 14, HELSINKI
Restaurant: Lelumuseon kahvila Samovarbar, address: Suomenlinna C 66, 00190 Helsinki
Restaurant: Lemminkäisen edustusravintola, address: Esterinportti 2, 00240 Helsinki
Restaurant: Lemon Grass, address: Kolmas linja 12, 00530 Helsinki
Restaurant: Lempinen Päivi Maria, address: Myllypadontie 5B 1, Helsinki
Restaurant: Len's Keishoku Bar, address: Pursimiehenkatu 5, 00150 Helsinki
Restaurant: Lenin herkut, address: Opastinsilta 12, 00520 Helsinki
Restaurant: Leningrad Cowboys Ltd, address: Lämmittäjänkatu 6, Helsinki
Restaurant: Leonardo Bar & Ristorante, address: Kaivokatu 6, HELSINKI
Restaurant: Leonardo Cafe & Bistro, address: Kaivokatu 8, 00100 Helsinki
Restaurant: Lepakkomies, address: Helsinginkatu 1, Helsinki
Restaurant: Letku, address: Untamontie 3 B 14, Helsinki
Restaurant: Liberty or Death, address: Mäkelänkatu 2 C c/o Boutique Bars Oy, HELSINKI
Restaurant: LiesiKiesi, address: Seuraavan kerran Street Helsinki tapahtumassa., 00170 Helsinki
Restaurant: Lihapullabaari, address: Tivolikuja 1, 00510 Helsinki
Restaurant: Lilin Herkku Cafe, address: Vilhonvuorenkatu 7-9, 00500 Helsinki
Restaurant: Line Cafe, address: Toinen Linja 3, 00530 Helsinki
Restaurant: Linjurin Grilli, address: Linja-autoasema, 00100 Helsinki
Restaurant: Linko, address: Linnankoskenkatu 12, 00250 Helsinki
Restaurant: Linko Pizza Bar, address: Linnakoskenkatu 12, Helsinki
Restaurant: Linnanhenki, address: Linnanrakentajantie 7, 00810 Helsinki
Restaurant: Little Big Cafe 2nd Jätkäsaari [Verkkokauppa.com 2. krs], address: Tyynenmerenkatu 11, 00220 Helsinki
Restaurant: Little Big Cafe Jätkäsaari [Verkkokauppa.com, katutaso], address: Tyynenmerenkatu 11, 00220 Helsinki
Restaurant: Live Laugh Love, address: Viipurinkatu 7, 00510 Helsinki
Restaurant: Loiste, address: Sokos Hotel Vaakuna, 10. krs, Helsinki
Restaurant: Loisto, address: Aurinkoranta 10, Helsinki
Restaurant: Loisto Kulttuuripalvelut, address: Toini Muonan Katu 3 A A 10, Helsinki
Restaurant: Loncheria Bar, address: Messuaukio 1, 00520 Helsinki
Restaurant: Long City, address: Siilitie 4, 00800 Helsinki
Restaurant: Long Wall, address: Annankatu 26, 00100 Helsinki
Restaurant: Loosister, address: Hämeentie 50, 00500 Helsinki
Restaurant: Los Cojones, address: Annankatu 15, 00120 Helsinki
Restaurant: Lounas-kahvila Brahe, address: Läntinen Brahenkatu 6, 00510 Helsinki
Restaurant: Lounaskahvila Kavio, address: Rajametsäntie 32, 00630 Helsinki
Restaurant: Lounaskahvila Raiku, address: Hämeentie 1, 00530 Helsinki
Restaurant: Lounaskahvila Rannikko, address: Hermannin rantatie 10, 2. krs, 00580 Helsinki
Restaurant: Lounaskahvila Stora Flickor, address: Sahaajankatu 20, 00810 Helsinki
Restaurant: Lounasparkki Oy, address: Postintaival 5, 00240 Helsinki
Restaurant: Lounaspirtti Pippuri, address: Arinatie 1, 00370 Helsinki
Restaurant: Lounaspiste Tattari, address: Valuraudantie 5, 00700 Helsinki
Restaurant: Lounasravintola Café Klaffi, address: Ruosilantie 1, 00390 Helsinki
Restaurant: Lounasravintola Esteri, address: Esterinportti 2, 00240 Helsinki
Restaurant: Lounasravintola Gardenia, address: Koetilantie 1, 00790 Helsinki
Restaurant: Lounasravintola Hima, address: Mekaanikonkatu 5, 00880 Helsinki
Restaurant: Lounasravintola Mediterrane, address: Melkonkatu 18, 00210 Helsinki
Restaurant: Lounasravintola Morningdeli, address: Hakuninmaantie 2, 00430 Helsinki
Restaurant: Lounasravintola Särmä, address: Visbynkatu 3, 00930 Helsinki
Restaurant: Lounasstarkki, address: Puusepänkatu, 00810 Helsinki
Restaurant: Luck Lady, address: Kirkonkyläntie 5, Helsinki
Restaurant: Lucky Nine Bar, address: Aleksis kiven katu 30, Helsinki
Restaurant: Luckynine, address: Aleksis Kiven Katu 30, Helsinki
Restaurant: Luis Herrero, address: Hietaniemenkatu 4 A 6, Helsinki
Restaurant: Lulu's Interior, address: Kulosaarentie 19 B, Helsinki
Restaurant: Luna, address: Myyrmäentie 2, Vantaa
Restaurant: Lungberg, address: Kankurinkatu 3, 00150 Helsinki
Restaurant: Lungi, address: Korkeavuorenkatu 2 a, 00140 Helsinki
Restaurant: Luomo, address: Katariinankatu 1, 00170 Helsinki
Restaurant: Lyon, address: Mannerheimintie 56, 00260 Helsinki
Restaurant: Lähiöteatteri, address: Myllypurontie 1, Helsinki
Restaurant: Lännen Kulta, address: Kilpakuja 1, Vantaa
Restaurant: M-Grilli, address: Pallaksentie 2, 00970 Helsinki
Restaurant: M/S Baltic Princess, Buffet Tallink, address: Länsiterminaali L4, Tyynenmerenkatu 8, 00220 Helsinki
Restaurant: M/S Doris, IHA-Lines Oy Helsinki Cruises, address: Kolera-allas 2, 00130 Helsinki
Restaurant: M/S Katarina, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: M/S King, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: M/S Marival II Laivaravintola, address: Hiekkajaalanranta, HELSINKI
Restaurant: M/s Natalia, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: M/S Silja Serenade - Bistro Maxime, address: Olympiaranta 1, 00140 Helsinki
Restaurant: Macu, address: Mannerheimintie 50, 00260 Helsinki
Restaurant: Macumaa lounas&bistro, address: Kornetintie 3, 00380 Helsinki
Restaurant: Made in Kallio, address: Vaasankatu 14, 00550 Helsinki
Restaurant: Magic By Seth, address: Vedenottamontie 9 G 133, Helsinki
Restaurant: Maharaja, address: Mannerheimintie 21-23, 00250 Helsinki
Restaurant: Majakkalaiva Relandersgrund, address: Meritullintori, 00170 Helsinki
Restaurant: Majava Baari, address: Porthaninkatu 9, Helsinki
Restaurant: Makalu, address: Pikkalankatu 5, 00700 Helsinki
Restaurant: Makasiini Restaurant & Bar, address: Katajanokanlaituri 7, 00160 Helsinki
Restaurant: Make Up Bar, address: Keskuskatu 5, Helsinki
Restaurant: Make up Bar Nice Face, address: Rikhardinkatu 1, Helsinki
Restaurant: Makki Makki, The Korean/Japanese Kitchen, address: Bulevardi 19, 00120 Helsinki
Restaurant: Malmin Grilli-Kioski, address: 
Restaurant: Malmin kuningas, address: Latokartanontie 3, 00700 Helsinki
Restaurant: Maltainen Riekko, address: Aleksis Kiven Katu 56, HELSINKI
Restaurant: Mamma Mia Two, address: Mäkitorpantie 18, 00620 Helsinki
Restaurant: Mamma Rosa, address: Runeberginkatu 55 A, HELSINKI
Restaurant: MammaMia Two, address: Mäkitorpantie 18, Helsinki
Restaurant: Manala, address: Dagmarinkatu 2, 00100 Helsinki
Restaurant: Manaslu, address: Ruosilantie 10, 00390 Helsinki
Restaurant: Mander, address: Siltasaarenkatu 15, Helsinki
Restaurant: Manhattan Steak House, address: Eteläesplanadi 24, 00130 Helsinki
Restaurant: Manhattan Steak House Forum, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Mann's Street, address: Mannerheimintie 12 A, HELSINKI
Restaurant: Manskun Pizza Kebab, address: Mannerheimintie 130, 00270 Helsinki
Restaurant: Manteli Triotto, address: Läkkisepäntie 21, 00620 Helsinki
Restaurant: Mantra, address: Laivalahdenkaari 42, 00810 Helsinki
Restaurant: Marco Polo, address: Mäkelänkatu 22, 00510 Helsinki
Restaurant: Mardin Express, address: Kaupintie 16, 00440 Helsinki
Restaurant: Mardin Pizzeria, address: Isonnevantie 24 B/B9, 00320 Helsinki
Restaurant: Mardin Pub, address: Mäkelänkatu 15, HELSINKI
Restaurant: Marian Helmi, address: Snellmaninkatu 17, Helsinki
Restaurant: Marian konditoria (leipomon myymälä), address: Orakas 5, 00760 Helsinki
Restaurant: Marian konditoria Columbus, address: Vuotie 45, 00980 Helsinki
Restaurant: Marian Konditoria Hakaniemen kauppahalli, address: Hakaniemen torikatu, 00530 Helsinki
Restaurant: Marian konditoria Itäkeskus, address: Itäkatu 1, 00930 Helsinki
Restaurant: Marian konditoria Kaisaniemi, address: Kaisaniemenkatu 5, 00100 Helsinki
Restaurant: Marian konditoria Kontula, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Marian konditoria Oulunkylä, address: Siltavoudintie 4, 00640 Helsinki
Restaurant: Marian konditoria Pasila, address: Pasilan asema, 00520 Helsinki
Restaurant: Marian konditoria Ristikko, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Marian konditoria Sörnäinen, address: Sörnäisten metroasema, 00500 Helsinki
Restaurant: Marian konditoria Töölö, address: Linnankoskenkatu 13, 00250 Helsinki
Restaurant: Marian Pub, address: Päivöläntie 24, 00730 Helsinki
Restaurant: Mariannemadisson, address: Raudikkokuja 5 A 8, Vantaa
Restaurant: Marikahvila, address: Pohjoisesplanadi 33, 00100 Helsinki
Restaurant: Mario, address: Itäkatu, kerros 2, liiketila 253D, 00930 Helsinki
Restaurant: Mario's, address: Nordenskiöldinkatu 11-13, 00250 Helsinki
Restaurant: Marionettiteatteri Pinokkio, address: Jäkärläntie 8 A 3, Helsinki
Restaurant: Market flavours, address: Kauppatori, 00130 Helsinki
Restaurant: Marocco, address: Museokatu 7, 00100 Helsinki
Restaurant: Marski, address: Mannerheimintie 10, Helsinki
Restaurant: Marski Bar & Restaurant, address: Mannerheimintie 10, 00100 Helsinki
Restaurant: Martina, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Martina Hämeentie 35, address: Hämeentie 35, 00500 Helsinki
Restaurant: Mattila & Solomon, address: Radiokatu 8 A 7, Helsinki
Restaurant: Mattlar Mikko Tmi, address: Otavantie 14 B 24, Helsinki
Restaurant: Mattolaituri, address: Ehrenströmintie 3 A, 00140 Helsinki
Restaurant: Maunulan maja, address: Metsäläntie, 00620 Helsinki
Restaurant: Maunulan pizza-kebab palvelu, address: Metsäpurontie 16, 00630 Helsinki
Restaurant: Max's Cafe, address: Munkkiniemen Puistotie 7, 00330 Helsinki
Restaurant: Maxill, address: Korkeavuorenkatu 4, 00150 Helsinki
Restaurant: Maxine, address: Kauppakeskus Kamppi, 6. krs, Helsinki
Restaurant: Maya, address: Mikonkatu 18, Helsinki
Restaurant: Maya Bar & Grill, address: Mikonkatu 18, 00100 Helsinki
Restaurant: mbar, address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: McDonald's Asematunneli, address: Asema-aukio 1, 00100 Helsinki
Restaurant: McDonald's Forum Katutaso, address: Mannerheimintie 16, 00100 Helsinki
Restaurant: McDonald's Hakaniemi, address: Siltasaarenkatu 12, 00530 Helsinki
Restaurant: McDonald's Herttoniemi, address: Laivalahdenkatu 1, 00810 Helsinki
Restaurant: McDonald's Iso Roba, address: Iso Roobertinkatu 1, 00120 Helsinki
Restaurant: McDonald's Itäkeskus, address: Itäkatu 1 A 13, 00930 Helsinki
Restaurant: McDonald's Kamppi, address: Fredrikinkatu 46, 00100 Helsinki
Restaurant: McDonald's Meilahti, address: Paciuksenkatu 29, 00270 Helsinki
Restaurant: McDonald's Pukinmäki, address: Pukinmäenkaari 55, 00720 Helsinki
Restaurant: McDonald's Ruoholahti, address: Itämerenkatu 14, 00180 HELSINKI
Restaurant: McDonald's Sokos, address: Asema-aukio 2, 00100 Helsinki
Restaurant: McDonald's Teollisuuskatu, address: Teollisuuskatu 6, 00500 Helsinki
Restaurant: Media & Massage, address: Merimiehenkatu 39 B 41, Helsinki
Restaurant: Mediamakers Niikko Teemu Tmi, address: Vanha Viertotie 3 As 1, Helsinki
Restaurant: Medianome, address: Kirvestie 31 A, Helsinki
Restaurant: Mega Pizza Kebab, address: Kivensilmänkuja 1/3, 00920 Helsinki
Restaurant: Mei Kitchen, address: Höyläämötie 11, 00380 Helsinki
Restaurant: Mei Lin Chinese Restaurant, address: Lönnrotinkatu 33-35, 00180 Helsinki
Restaurant: Melissa, address: Sentnerikuja 3, 00440 Helsinki
Restaurant: Memphis Hesari, address: Kluuvikatu 8, 00100 Helsinki
Restaurant: Memphis Kamppi, address: Annanaukio 2 D, 00100 Helsinki
Restaurant: Meng Loong, address: Itälahdenkatu 27, 00210 Helsinki
Restaurant: Meri Pizzeria Kahvila, address: Meripellontie 11 D, 00910 Helsinki
Restaurant: Meri Pub, address: Haapaniemenkatu 14, 00530 Helsinki
Restaurant: Merimakasiini, address: Hietalahdenranta 14, 00180 Helsinki
Restaurant: Merimies Pub, address: Merimiehenkatu 27, 00150 Helsinki
Restaurant: Merirosvo, address: Ostostie 4 A 5, 00940 Helsinki
Restaurant: Mero-Himal, address: Veturitori 2, 00520 Helsinki
Restaurant: Mesikeidas, address: Haapaniemenkatu 3, 00530 Helsinki
Restaurant: Messenius, address: Messeniuksenkatu 7, 00250 Helsinki
Restaurant: Mestarikilta, address: Rahakamarinportti 3 B, 00240 Helsinki
Restaurant: Mestaritalli, address: Merikannontie 2, Toivo Kuulan Puisto, 00260 Helsinki
Restaurant: Metro Fast Food, address: Hämeentie 6 B, Helsinki
Restaurant: Metro Fast Food (Metro kebab), address: Hämeentie 6 B L1, 00530 Helsinki
Restaurant: Metsälän Pizzeria Radio FM, address: Läkkisepäntie 6, 00620 Helsinki
Restaurant: Mevlana Sofrasi, address: Kastelholmantie 2, 00900 Helsinki
Restaurant: Mexi, address: Mannerheimintie 53, Helsinki
Restaurant: Meze Point, address: Mikonkatu 8, 00100 Helsinki
Restaurant: michelle grill and bar, address: Mikonkatu 4, 00100, Helsinki
Restaurant: Mikon Kiska, address: Riihipellontie 1, 00390 Helsinki
Restaurant: Mikura Sushi, address: Viipurinkatu 1 C, 00510 Helsinki
Restaurant: Mila Pentti, address: Bulevardi 15D 50, Helsinki
Restaurant: Mille Mozzarelle, address: Pursimiehenkatu 7a, 00150 Helsinki
Restaurant: Mille Sorrisi, address: Erätie 3, 00730 Helsinki
Restaurant: Milli Miglia, address: Kalevankatu 36, HELSINKI
Restaurant: Millionaires Club, address: Kaivokatu 12, Helsinki
Restaurant: Mimi Ravintola - Helsinki, address: Kurkimäentie 17, 00940 Helsinki
Restaurant: Ming Plaza, address: Pulttitie 20 A, 00880 Helsinki
Restaurant: Mini-Bar Pisa, address: Merikasarminkatu 7 E, Helsinki
Restaurant: Minttu, address: Ilkantie 19, 00400 Helsinki
Restaurant: Minuuttibaari, address: Rautatieasema, HELSINKI
Restaurant: Miyako, address: Iso Roobertinkatu 11, 00120 Helsinki
Restaurant: Mmaku, address: Mannerheimintie 25, 00250 Helsinki
Restaurant: Moko Market & Café Sörnäinen, address: Vilhonvuorenkatu 11, 00500 Helsinki
Restaurant: Moko Market Café, address: Perämiehenkatu 10, 00150 Helsinki
Restaurant: Molly Malone's, address: Kaisaniemenkatu 1 C, Helsinki
Restaurant: Molly Malone's Irish Bar, address: Kaisaniemenkatu 1 C, HELSINKI
Restaurant: Molotow, address: Vaasankatu 29, Helsinki
Restaurant: Monika Biswas, Canadian take away bar, address: Klaneettitie 1C 69, Helsinki
Restaurant: Moon Shing, address: Humalistonkatu 3, 00250 Helsinki
Restaurant: Mordillo, address: Eskolantie 1, 00720 Helsinki
Restaurant: Morrison's Grill & Green, address: Keskuskatu 7 Ateneuminkuja, HELSINKI
Restaurant: Moskova, address: Eerikinkatu 11, 00100 Helsinki
Restaurant: Motellet, address: Annankatu 10, 00120 Helsinki
Restaurant: Mount Everest Nokka, address: Luotsikatu 12, 00160 Helsinki
